Source;Instance;BestObjective;Gap;Status;NExploredSolutions;OptimizationTime;OverallTime
0_BehnkeGeiger;52;246.99999999999955;0.6923076923076917;9;2924.0;1800.5650000572205;1813.4523355960846
0_BehnkeGeiger;53;265.9999999732996;0.721804511250271;9;3129.0;1800.4379999637604;1814.263179063797
0_BehnkeGeiger;54;262.99999997359475;0.6996197718329603;9;12670.0;1800.3159999847412;1812.609634399414
0_BehnkeGeiger;55;252.9999999745955;0.6947851632865063;9;2356.0;1800.4700000286102;1812.780119419098
0_BehnkeGeiger;56;470.99999999971635;0.8365180467090311;9;392.0;1801.375;1856.4208369255066
0_BehnkeGeiger;57;476.9999999985056;0.8280922431860442;9;31.0;1801.5809998512268;1857.2555830478668
0_BehnkeGeiger;58;465.99999999980025;0.8412017167381294;9;31.0;1801.8889999389648;1862.297116279602
0_BehnkeGeiger;59;446.99999995486365;0.8277404921526282;9;363.0;1800.880000114441;1853.7925021648407
0_BehnkeGeiger;60;708.9999999999427;0.8843441466854631;9;503.0;1801.0220000743866;1851.2139151096344
1_Brandimarte;1;40.0;0.0;2;6401.0;8.373000144958496;9.02914023399353
1_Brandimarte;2;26.999998260267713;0.0740740144124689;9;1025776.0;1800.0199999809265;1800.3326790332794
1_Brandimarte;3;203.9999998995203;0.0;2;8325.0;316.35000014305115;317.61485958099365
1_Brandimarte;4;59.99999999389949;0.03333333323504763;9;1074732.0;1800.0199999809265;1800.2232806682587
1_Brandimarte;5;172.99999915191506;0.5144508646717718;9;354312.0;1800.0360000133514;1800.4423279762268
1_Brandimarte;6;66.99999999319996;0.43283582083882804;9;21745.0;1800.0540001392365;1801.3398940563202
1_Brandimarte;7;144.9999990092114;0.2275862016186294;9;912694.0;1800.0199999809265;1800.6299130916595
1_Brandimarte;8;522.9999999475838;0.6181537507621523;9;21626.0;1800.1299998760223;1801.5983505249023
1_Brandimarte;9;310.9999999687994;0.3286432032510764;9;20832.0;1800.0950000286102;1801.6258916854858
1_Brandimarte;10;220.99999999999895;0.23129345327854292;9;21203.0;1800.1019999980927;1802.130737543106
1_Brandimarte;11;625.9999999372983;0.6093102960971214;9;31601.0;1800.0950000286102;1800.7979595661163
1_Brandimarte;12;507.9999999491;0.575553443363831;9;31020.0;1800.0889999866486;1800.6669709682465
1_Brandimarte;13;438.999999955989;0.4987675747743358;9;21179.0;1800.1150000095367;1802.5048220157623
1_Brandimarte;14;693.9999997912644;0.5363388932375492;9;20712.0;1800.1000001430511;1801.0531868934631
1_Brandimarte;15;360.99999996379233;0.29362880879470776;9;20797.0;1800.1329998970032;1802.2419877052307
2a_Hurink_sdata;1;54.99999999999997;1.0181819024265601e-10;2;1.0;0.06299996376037598;0.17180156707763672
2a_Hurink_sdata;2;930.0;0.0;2;147456.0;69.65499997138977;69.73367404937744
2a_Hurink_sdata;3;1176.9999997643952;0.5106202208026336;9;9519857.0;1800.008999824524;1800.1342253684998
2a_Hurink_sdata;4;665.9999998664963;0.0;2;17335.0;2.8899998664855957;8.810441255569458
2a_Hurink_sdata;5;654.9999999343999;0.0;2;4965.0;3.2019999027252197;3.2336196899414062
